model_label,sample,horizon,sample_definition,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,bh_q_value
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,product,top_5pct_share,product_top_5pct_share,lag_log_real_exports,0.00011239503180460186,0.011395856428917274,0.009862798158758531,0.992165805879017,-0.02271624859274678,0.022941038656355984,1231,57,0.9072580055835704,ok,1237,6,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,product,top_5pct_share,product_top_5pct_share,lag_log_population,-0.03115585040470599,0.04855640404053758,-0.6416424572687747,0.5237231196954726,-0.1284260161395402,0.06611431533012821,1231,57,0.9072580055835704,ok,1237,6,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,top_1pct_share,partner_top_1pct_share,prior_export_growth,-0.020197145430595462,0.03131086430487896,-0.6450523126392355,0.5215273220144727,-0.08292034374844937,0.04252605288725844,1237,57,0.8317772355359094,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.9521593238676473
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,top_1pct_share,partner_top_1pct_share,lag_log_real_exports,-0.01821836207021199,0.021796452752284395,-0.8358406882653233,0.40679679401541546,-0.06188190375003186,0.025445179609607876,1237,57,0.8317772355359094,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,top_1pct_share,partner_top_1pct_share,lag_log_population,-0.10390680776237038,0.09612843273445021,-1.080916486482283,0.2843673626971609,-0.2964751984550497,0.08866158293030896,1237,57,0.8317772355359094,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,top_5pct_share,partner_top_5pct_share,prior_export_growth,-0.0033128056639831153,0.026292658691528973,-0.12599736309856113,0.9001852898755067,-0.05598333016162336,0.04935771883365713,1237,57,0.8401460939683443,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.9708598471612441
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,top_5pct_share,partner_top_5pct_share,lag_log_real_exports,0.0035890029119224273,0.012535367187111787,0.28631015417023076,0.7756971357233102,-0.021522355063009414,0.028700360886854268,1237,57,0.8401460939683443,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,top_5pct_share,partner_top_5pct_share,lag_log_population,0.011997344708985926,0.05161126714694312,0.23245592236338875,0.8170313873794303,-0.09139244719110595,0.11538713660907782,1237,57,0.8401460939683443,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,gini,product_gini,prior_export_growth,-0.00231444637954455,0.009436575745368523,-0.24526337116304942,0.80714910582596,-0.02121817915915898,0.01658928640006988,1225,57,0.9426723498410006,ok,1231,6,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.9708598471612441
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,gini,product_gini,lag_log_real_exports,0.0036007742017500344,0.004851842755114767,0.7421456925730192,0.46110061890242826,-0.00611863476674291,0.013320183170242979,1225,57,0.9426723498410006,ok,1231,6,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,gini,product_gini,lag_log_population,-0.052178212352719716,0.018188863713368426,-2.868690049855607,0.0058024689979565185,-0.08861488477291385,-0.015741539932525576,1225,57,0.9426723498410006,ok,1231,6,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,gini,partner_gini,prior_export_growth,0.020209799779935405,0.011088050267372071,1.8226648772873248,0.07369446217828746,-0.0020022340082963587,0.04242183356816717,1231,57,0.8089213075345362,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.3297125599065317
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,gini,partner_gini,lag_log_real_exports,-0.008495753058651856,0.00536295868457268,-1.584154113118773,0.11879026813456701,-0.01923905026908667,0.0022475441517829566,1231,57,0.8089213075345362,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,gini,partner_gini,lag_log_population,0.048198039031195516,0.01925704490678131,2.5028782590740453,0.01526325619054138,0.009621542549249178,0.08677453551314185,1231,57,0.8089213075345362,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,top_1pct_share,product_top_1pct_share,prior_export_growth,0.049988154311023686,0.03048006664141958,1.640027723662993,0.10660544485861513,-0.011070756298264713,0.11104706492031208,1225,57,0.9065301072492867,ok,1231,6,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.3783271023827894
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,top_1pct_share,product_top_1pct_share,lag_log_real_exports,0.02342789326446515,0.019898766134613693,1.177354068386812,0.24403393586099645,-0.016434125311224075,0.06328991184015437,1225,57,0.9065301072492867,ok,1231,6,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,top_1pct_share,product_top_1pct_share,lag_log_population,-0.21685367995115878,0.07409165960273932,-2.9268298363658363,0.00494043822687976,-0.3652771093943821,-0.06843025050793544,1225,57,0.9065301072492867,ok,1231,6,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,top_5pct_share,product_top_5pct_share,prior_export_growth,0.0064315228662206875,0.020039319672362235,0.32094517036378706,0.7494466496021089,-0.03371205827946454,0.04657510401190591,1225,57,0.9446631180172143,ok,1231,6,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.9708598471612441
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,top_5pct_share,product_top_5pct_share,lag_log_real_exports,0.008738907406169893,0.012340096564035638,0.7081717197934121,0.48177599536494653,-0.01598127650542101,0.0334590913177608,1225,57,0.9446631180172143,ok,1231,6,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,top_5pct_share,product_top_5pct_share,lag_log_population,-0.13252603255794493,0.03964598633071716,-3.34273516245617,0.0014834525255173802,-0.21194648671452368,-0.05310557840136618,1225,57,0.9446631180172143,ok,1231,6,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,top_1pct_share,partner_top_1pct_share,prior_export_growth,0.07839511224521206,0.0573328159154701,1.3673689490639291,0.17697307920510927,-0.03645631912286697,0.19324654361329108,1231,57,0.8157302197894931,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.4884374774256645
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,top_1pct_share,partner_top_1pct_share,lag_log_real_exports,-0.04430188790811296,0.029969435470646493,-1.4782356495004505,0.14494759754070116,-0.10433788136379574,0.015734105547569828,1231,57,0.8157302197894931,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,top_1pct_share,partner_top_1pct_share,lag_log_population,-0.0024313294622274606,0.08000655632743649,-0.030389127764441595,0.9758647639493031,-0.16270372087214408,0.15784106194768915,1231,57,0.8157302197894931,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,top_5pct_share,partner_top_5pct_share,prior_export_growth,0.06326911895190263,0.03391923162605554,1.8652875056079263,0.06738329140534821,-0.004679266993444342,0.1312175048972496,1231,57,0.8091302647923877,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.3297125599065317
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,top_5pct_share,partner_top_5pct_share,lag_log_real_exports,-0.02698433657905705,0.014853072792824738,-1.8167511164486256,0.07460815535385883,-0.056738616797655045,0.002769943639540945,1231,57,0.8091302647923877,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,1,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,top_5pct_share,partner_top_5pct_share,lag_log_population,0.061395525688326485,0.052297392518662326,1.1739691547034108,0.24537596522279997,-0.04336874049462795,0.16615979187128094,1231,57,0.8091302647923877,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,product,gini,product_gini,prior_export_growth,0.003941557398289816,0.004517251641091428,0.8725565258386808,0.38663085113716666,-0.005107585026426905,0.012990699823006538,1234,57,0.9277663814891636,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.869919415058625
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,product,gini,product_gini,lag_log_real_exports,-0.004405284506823343,0.004682448598163789,-0.9408078731608212,0.3508440859948,-0.013785356202577181,0.004974787188930496,1234,57,0.9277663814891636,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,product,gini,product_gini,lag_log_population,-0.02340710254894375,0.015985863873570184,-1.4642375747765048,0.14872046628959265,-0.055430635986438714,0.008616430888551213,1234,57,0.9277663814891636,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,gini,partner_gini,prior_export_growth,-0.0019874857786506064,0.0039808964622390225,-0.4992558328263482,0.6195549613514241,-0.009962179669325255,0.005987208112024042,1237,57,0.8559583520103233,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.969738200376142
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,gini,partner_gini,lag_log_real_exports,0.008497424276996013,0.0038104351228984853,2.2300404029795615,0.029770850636982007,0.0008642054822776725,0.016130643071714353,1237,57,0.8559583520103233,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,gini,partner_gini,lag_log_population,0.00635441449250139,0.025712507248183553,0.24713321152103104,0.8057089285593868,-0.04515392701073095,0.057862755995733726,1237,57,0.8559583520103233,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,product,top_1pct_share,product_top_1pct_share,prior_export_growth,0.009681800335590785,0.018481228358382125,0.5238721229911985,0.6024347578133868,-0.027340548846246298,0.046704149517427865,1234,57,0.8514912632689047,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.969738200376142
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,product,top_1pct_share,product_top_1pct_share,lag_log_real_exports,-0.009967036475619154,0.015631155313421293,-0.6376391428380992,0.5263072799082573,-0.04128000328209996,0.02134593033086165,1234,57,0.8514912632689047,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,product,top_1pct_share,product_top_1pct_share,lag_log_population,0.007361558105941184,0.05861291442605029,0.1255961792384336,0.9005014067019449,-0.1100542187226686,0.12477733493455095,1234,57,0.8514912632689047,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,product,top_5pct_share,product_top_5pct_share,prior_export_growth,0.008950371168887842,0.011058871488691982,0.8093385638887165,0.4217459718803841,-0.013203210501765721,0.031103952839541406,1234,57,0.9117984332001637,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.8931091169231663
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,product,top_5pct_share,product_top_5pct_share,lag_log_real_exports,-0.007163147521355606,0.010517936251171625,-0.6810411615261198,0.4986520342245565,-0.028233105697948742,0.01390681065523753,1234,57,0.9117984332001637,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,product,top_5pct_share,product_top_5pct_share,lag_log_population,-0.0274295072472803,0.03577735121763702,-0.7666723866846377,0.44649640175508354,-0.09910015401897226,0.044241139524411666,1234,57,0.9117984332001637,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,top_1pct_share,partner_top_1pct_share,prior_export_growth,-0.021748458141627708,0.02482233794056366,-0.8761647751998113,0.3846834029678996,-0.07147357624116726,0.02797665995791184,1237,57,0.8440934155669845,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.869919415058625
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,top_1pct_share,partner_top_1pct_share,lag_log_real_exports,0.01728656846490728,0.018958603553020363,0.9118059996646376,0.3657794151442596,-0.020692078144997045,0.05526521507481161,1237,57,0.8440934155669845,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,top_1pct_share,partner_top_1pct_share,lag_log_population,-0.15038777549640203,0.10004567918793425,-1.5031911094721135,0.13840864076952214,-0.350803353790463,0.05002780279765895,1237,57,0.8440934155669845,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,top_5pct_share,partner_top_5pct_share,prior_export_growth,-0.023780721271276457,0.013359663086913762,-1.7800389962356515,0.08049522953051778,-0.05054334235707096,0.002981899814518043,1237,57,0.8485891645893032,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.3297125599065317
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,top_5pct_share,partner_top_5pct_share,lag_log_real_exports,0.024452335126171842,0.011143188158550048,2.1943751445505146,0.03237305002894496,0.0021298468691809506,0.04677482338316273,1237,57,0.8485891645893032,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Imports,partner,top_5pct_share,partner_top_5pct_share,lag_log_population,0.005832327573202872,0.0698736741177873,0.083469599199424,0.9337758132922758,-0.1341414615950553,0.14580611674146104,1237,57,0.8485891645893032,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,gini,product_gini,prior_export_growth,0.01104464718963644,0.004498350177096951,2.4552662097916524,0.017208720272352342,0.002033368947239293,0.020055925432033585,1228,57,0.9472742984716941,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.15487848245117108
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,gini,product_gini,lag_log_real_exports,-0.003880786621424555,0.0038972616107370316,-0.9957726755455452,0.32364399958295753,-0.01168793977205562,0.003926366529206511,1228,57,0.9472742984716941,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,gini,product_gini,lag_log_population,-0.02088460565252473,0.0138556370258499,-1.5073002860540563,0.1373546617011237,-0.04864078192828347,0.0068715706232340135,1228,57,0.9472742984716941,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,gini,partner_gini,prior_export_growth,0.02169347585537374,0.008738408980059138,2.482542978347407,0.016068468890279086,0.004188339168573377,0.039198612542174105,1231,57,0.8203422546341426,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.15487848245117108
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,gini,partner_gini,lag_log_real_exports,-0.00838824812434874,0.006647167907916127,-1.2619281234582862,0.21220537410924395,-0.021704125542505146,0.004927629293807665,1231,57,0.8203422546341426,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,gini,partner_gini,lag_log_population,0.03902251714414737,0.02502006094846976,1.5596491641054138,0.12447685123833141,-0.01109868773588276,0.0891437220241775,1231,57,0.8203422546341426,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,top_1pct_share,product_top_1pct_share,prior_export_growth,0.060777974609663,0.03217637748128188,1.8889004719384481,0.06408782099935857,-0.0036790549458605853,0.12523500416518657,1228,57,0.9134472160245357,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.3297125599065317
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,top_1pct_share,product_top_1pct_share,lag_log_real_exports,-0.02502550626041046,0.017875390229877993,-1.399997758850676,0.16702992936720243,-0.06083421583419747,0.010783203313376552,1228,57,0.9134472160245357,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,top_1pct_share,product_top_1pct_share,lag_log_population,-0.05313658288298158,0.06534915487624936,-0.813118134176417,0.4195939972488367,-0.18404667087338022,0.07777350510741708,1228,57,0.9134472160245357,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,top_5pct_share,product_top_5pct_share,prior_export_growth,0.036610734222211894,0.012227382154402545,2.9941596459410547,0.004091333975797867,0.0121163444055989,0.061105124038824885,1228,57,0.9375505216115402,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.14728802312872322
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,top_5pct_share,product_top_5pct_share,lag_log_real_exports,-0.01346003051420136,0.011411980724809758,-1.1794648833343298,0.24319973754601348,-0.03632097498484732,0.009400913956444597,1228,57,0.9375505216115402,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,product,top_5pct_share,product_top_5pct_share,lag_log_population,-0.03781940757512538,0.04161197625581396,-0.9088587223694118,0.3673196961048272,-0.12117821280250271,0.045539397652251956,1228,57,0.9375505216115402,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,top_1pct_share,partner_top_1pct_share,prior_export_growth,0.05877437722851361,0.036772640055201485,1.5983181283770782,0.11559994795029675,-0.014890072669602253,0.13243882712662947,1231,57,0.8032067954251685,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",0.3783271023827894
balanced_common_horizon_sample,rd2_countries,5,Balanced/common horizon support: country-flow-base-year rows must have all requested horizons.,Exports,partner,top_1pct_share,partner_top_1pct_share,lag_log_real_exports,-0.033206711886745954,0.030964848423275064,-1.0724002724904595,0.28814007214719,-0.09523675710120288,0.028823333327710976,1231,57,0.8032067954251685,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",
