model_label,sample,flow,dimension,metric,outcome,row_type,label,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,threshold_percentile,threshold_log_exports,threshold_exports_constant_2015_usd,exploratory,horizon,bh_q_value
exploratory_export_level_threshold_scan,rd2_countries,Imports,partner,top_5pct_share,partner_top_5pct_share,difference,above_minus_below,above_minus_below_growth_slope,0.05044684260908924,0.02443108619020539,2.0648628643172553,0.0435778490369615,0.0015054959471878793,0.0993881892709906,1237,57,0.849122106439255,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,0.6912768042972615
exploratory_export_level_threshold_scan,rd2_countries,Exports,product,gini,product_gini,slope,below_threshold,prior_export_growth_below_threshold,0.014037601149105858,0.005238087763716596,2.6799094979549785,0.009652847852320557,0.003544450451929984,0.024530751846281732,1228,57,0.9481620589411961,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Exports,product,gini,product_gini,slope,above_threshold,prior_export_growth_above_threshold,0.007744667212780356,0.0069703969275602545,1.1110797983625171,0.27128175187659476,-0.006218715739040445,0.02170805016460116,1228,57,0.9481620589411961,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Exports,product,gini,product_gini,difference,above_minus_below,above_minus_below_growth_slope,-0.006292933936325502,0.008273232484422539,-0.7606378701643293,0.4500643224997465,-0.022866210125615676,0.01028034225296467,1228,57,0.9481620589411961,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,0.8259855436974674
exploratory_export_level_threshold_scan,rd2_countries,Exports,partner,gini,partner_gini,slope,below_threshold,prior_export_growth_below_threshold,0.030637772267627643,0.010426706042237058,2.9383941719962676,0.0047838252163670296,0.009750570160361228,0.05152497437489406,1231,57,0.8242528247308555,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Exports,partner,gini,partner_gini,slope,above_threshold,prior_export_growth_above_threshold,0.007696726359340544,0.008846235181728205,0.8700567191835509,0.38798366594112166,-0.010024412165201998,0.025417864883883087,1231,57,0.8242528247308555,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Exports,partner,gini,partner_gini,difference,above_minus_below,above_minus_below_growth_slope,-0.0229410459082871,0.011983797535222926,-1.9143385759696367,0.06069156495389515,-0.046947477097274426,0.001065385280700229,1231,57,0.8242528247308555,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,0.7022881087522153
exploratory_export_level_threshold_scan,rd2_countries,Exports,product,top_1pct_share,product_top_1pct_share,slope,below_threshold,prior_export_growth_below_threshold,0.06265347060929896,0.0405318570137507,1.5457833720286578,0.12778989896023435,-0.01854159577116614,0.14384853698976408,1228,57,0.9138903234166011,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Exports,product,top_1pct_share,product_top_1pct_share,slope,above_threshold,prior_export_growth_above_threshold,0.06452405565340087,0.040368493590690224,1.5983766029922255,0.11558692185348275,-0.016343754466019114,0.14539186577282087,1228,57,0.9138903234166011,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Exports,product,top_1pct_share,product_top_1pct_share,difference,above_minus_below,above_minus_below_growth_slope,0.0018705850441019106,0.05106347563909733,0.03663254450838196,0.9709082680143052,-0.10042184860203421,0.10416301869023803,1228,57,0.9138903234166011,ok,1231,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,0.9954882241665661
