outcome_slug,flow,outcome_label,estimator,model_label,income_form,income_label,linear_term,linear_coefficient,linear_std_error,linear_p_value,quadratic_term,quadratic_coefficient,quadratic_std_error,quadratic_p_value,turning_point_ppp_constant_2021_intl_usd,turning_point_inside_minmax,turning_point_inside_p05_p95,income_min,income_p05,income_p95,income_max,nobs,clusters,r_squared,expected_shape,verdict
export_partner_gini,Exports,Export Partner Gini,between_country,level_ppp_controls_between_country,level_ppp,PPP GDPpc level,gdp_pc_ppp_constant_2021_intl_usd_10k,0.004321717801469799,0.0033094493084082407,0.19390210732641464,gdp_pc_ppp_constant_2021_intl_usd_10k_sq,2.9806986725946422e-05,0.00029891598624912975,0.9207226631594638,-724950.4690301057,False,False,795.772138310178,2252.6688962301046,74162.49564974211,174569.523171267,135,0,0.1383464139222792,concentration_u,outside-support artifact
export_partner_gini,Exports,Export Partner Gini,pooled_year_fe,log_ppp_controls_year_fe_country_cluster,log_ppp,log PPP GDPpc,log_gdp_pc_ppp_constant_2021_intl_usd,-0.05607602340964039,0.0336308942333936,0.09777110901737988,log_gdp_pc_ppp_constant_2021_intl_usd_sq,0.003428516979134389,0.001758055517425608,0.05324287774179811,3561.308411246647,True,True,795.772138310178,2252.6688962301046,74162.49564974211,174569.523171267,3240,135,0.09337032870255157,concentration_u,no clean hump
export_partner_gini,Exports,Export Partner Gini,country_year_fe,log_ppp_controls_country_year_fe_country_cluster,log_ppp,log PPP GDPpc,log_gdp_pc_ppp_constant_2021_intl_usd,0.044026770046879,0.04707577236612227,0.35135107276996824,log_gdp_pc_ppp_constant_2021_intl_usd_sq,-0.0025326687335429574,0.0024152740192135776,0.29624750552979007,5953.736626317099,True,True,795.772138310178,2252.6688962301046,74162.49564974211,174569.523171267,3240,135,0.721322400667149,concentration_u,no concentration U-shape
export_partner_gini,Exports,Export Partner Gini,between_country,log_ppp_controls_between_country,log_ppp,log PPP GDPpc,log_gdp_pc_ppp_constant_2021_intl_usd,-0.07178262576030468,0.037959003507815364,0.06084204663360306,log_gdp_pc_ppp_constant_2021_intl_usd_sq,0.004257106767606561,0.0019807689562049533,0.03346950898831127,4586.703162548122,True,True,795.772138310178,2252.6688962301046,74162.49564974211,174569.523171267,135,0,0.13286805593254503,concentration_u,weak/borderline hump
import_partner_gini,Imports,Import Partner Gini,pooled_year_fe,level_ppp_controls_year_fe_country_cluster,level_ppp,PPP GDPpc level,gdp_pc_ppp_constant_2021_intl_usd_10k,0.004988435268485309,0.002274893251247319,0.03004596631943481,gdp_pc_ppp_constant_2021_intl_usd_10k_sq,-0.0002422573138912776,0.00021617707732148796,0.26444429198127356,102957.3718200323,True,False,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,3236,135,0.08496295355839367,concentration_u,no concentration U-shape
import_partner_gini,Imports,Import Partner Gini,country_year_fe,level_ppp_controls_country_year_fe_country_cluster,level_ppp,PPP GDPpc level,gdp_pc_ppp_constant_2021_intl_usd_10k,0.005475764118402775,0.003186167266998724,0.08799572014461284,gdp_pc_ppp_constant_2021_intl_usd_10k_sq,-0.00033165949579448684,0.00016698610440709066,0.04905709597659292,82550.99262702609,True,False,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,3236,135,0.8028071990918215,concentration_u,no concentration U-shape
import_partner_gini,Imports,Import Partner Gini,between_country,level_ppp_controls_between_country,level_ppp,PPP GDPpc level,gdp_pc_ppp_constant_2021_intl_usd_10k,0.004595705899485762,0.0029825828426883936,0.12578451702028778,gdp_pc_ppp_constant_2021_intl_usd_10k_sq,-0.00018685939715263206,0.0003060802615791053,0.5426020893784403,122972.29814275434,True,False,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,135,0,0.0946806992960928,concentration_u,no concentration U-shape
import_partner_gini,Imports,Import Partner Gini,pooled_year_fe,log_ppp_controls_year_fe_country_cluster,log_ppp,log PPP GDPpc,log_gdp_pc_ppp_constant_2021_intl_usd,0.041450514967033426,0.029593283239892815,0.16362328373963103,log_gdp_pc_ppp_constant_2021_intl_usd_sq,-0.0017625998214546037,0.0015629792748040408,0.261454231285962,127815.79299477166,True,False,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,3236,135,0.11082525885321726,concentration_u,no concentration U-shape
import_partner_gini,Imports,Import Partner Gini,country_year_fe,log_ppp_controls_country_year_fe_country_cluster,log_ppp,log PPP GDPpc,log_gdp_pc_ppp_constant_2021_intl_usd,0.04767378354635204,0.03446574601942545,0.16889706267484386,log_gdp_pc_ppp_constant_2021_intl_usd_sq,-0.0019531998269013418,0.0017192312958430294,0.25794706948999324,199590.09852845842,False,False,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,3236,135,0.8039833443103299,concentration_u,no concentration U-shape
import_partner_gini,Imports,Import Partner Gini,between_country,log_ppp_controls_between_country,log_ppp,log PPP GDPpc,log_gdp_pc_ppp_constant_2021_intl_usd,0.03472939953905853,0.03333501829835383,0.29942444204414287,log_gdp_pc_ppp_constant_2021_intl_usd_sq,-0.001407553282507466,0.001759190350682843,0.4251042938927847,227930.8258363864,False,False,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,135,0,0.11875536692022892,concentration_u,no concentration U-shape
